epoch,loss,val_loss
0,0.011947194400978222,0.0045452723910178365
1,0.0055484323950727756,0.0016397623318577341
2,0.0030393562947713475,0.0035814369087650753
3,0.002102527948624066,0.0017964971229957882
4,0.0016750357240723941,0.002335576620680513
5,0.0014241834547857393,0.0052610555527887
6,0.0014146856418705484,0.0044846354527787
7,0.0011567673382662873,0.00486209742181624
8,0.0011131991199381536,0.003824005437005932
9,0.0009160220581919993,0.0017522951396434412
10,0.0009380549947958178,0.0031799501060352973
11,0.0009403130801244822,0.0034175171385868452
12,0.0007633931631217687,0.003993173682829365
13,0.0009776424480123613,0.0039322212639187155
14,0.000775514211331321,0.004908781877020374
15,0.0009778839483799825,0.002924338521552272
16,0.0007394587804052052,0.004559357005443114
17,0.0007002581209710673,0.001735044159431709
18,0.0006456430641648795,0.004450670273702902
19,0.0006806827177341569,0.0024852811693563126
20,0.0007995292308170526,0.002381494346385201
21,0.0006768515988150096,0.0026803050811092057
22,0.0007303185310084888,0.004569092954625376
23,0.0006589482864686732,0.0022761339884406575
24,0.0005670950861224184,0.0026815096789505333
25,0.00059787368392525,0.003127244793480107
26,0.0005332281115118545,0.0029024822943028994
27,0.0005263636429749087,0.003362245896520714
28,0.0005324248356999708,0.0021438969245840176
29,0.0004732992540504994,0.00396289872393633
30,0.000459182281126081,0.002768352162092924
31,0.0004262012803132047,0.003054930605382348
32,0.0004304062145345039,0.004688917862949893
33,0.00041430708962485625,0.00319876901145714
34,0.0004309598049652019,0.004543669972917996
35,0.00037346364627241263,0.002654883525489519
36,0.0004252463210041836,0.00471859032404609
37,0.0004474465245610318,0.00417620823039518
38,0.00042139666360316226,0.002722558735210138
39,0.00037675512364911075,0.004863641826280703
40,0.00039902030834466,0.003427176828457353
41,0.0003659401237433741,0.004262331776165714
42,0.00036057364350976305,0.005079489536001347
43,0.00033559909535878474,0.004270250346356382
44,0.00040129657082529343,0.0039189002515437705
45,0.0003483997642977547,0.004019325861008838
46,0.0003436062126556451,0.0038771822049360103
47,0.00032768968486750086,0.0046828470707017305
48,0.0003093909755587255,0.003521258399511377
49,0.00033297257846128897,0.0032051065063569695
0,0.013055537962542866,0.0028731658215079693
1,0.004481307788566226,0.005846943552704885
2,0.0030364105607279474,0.001708422921241281
3,0.0024842577898225777,0.0033233738974965316
4,0.0020776737744172074,0.004020412814149514
5,0.0017098008332811672,0.0038562429092943353
6,0.0014132836241524365,0.003460957658813989
7,0.001291209355589341,0.004311467159262046
8,0.00122371338408692,0.0032539143068517776
9,0.0011887511708379742,0.0035034046914586997
10,0.001192188288897718,0.003647516615332124
11,0.0010341720895814083,0.0062727750516793825
12,0.0009427781226648479,0.0028316670449133564
13,0.0008602582497082443,0.0034574587096242193
14,0.0008730546126231514,0.0032813843399127746
15,0.0011687686842057215,0.0043318142737955485
16,0.0007800967445787551,0.0019296973577125909
17,0.0008800011706589062,0.004418147465293395
18,0.0008363824606269852,0.003593694705991669
19,0.0009167063919559234,0.0015919854767878162
20,0.0007270695299887324,0.004337882459599604
21,0.0006645610513012136,0.004456496936209658
22,0.0005924342554550608,0.0038880877236419534
23,0.0008219744195230305,0.00421992823124883
24,0.000841355776899927,0.0028553579418741644
25,0.0005278722705722861,0.0033559118585779948
26,0.0007730909334225204,0.003394136254854025
0,0.015057959101125222,0.006516572395141454
1,0.005593809278886483,0.005054786390169186
2,0.004160995154483997,0.005565590314329304
3,0.0031203661511435806,0.003929243868890595
4,0.0023757089179296123,0.003331380358778257
5,0.002708053665536672,0.0019447004950129763
6,0.0023351110151387995,0.0040269708161816955
7,0.0024727842668506475,0.0023968636945008916
8,0.001992610146790141,0.0066115562754504855
9,0.0016248348616463406,0.0066650129081879525
10,0.0015808969743154717,0.0039282122706162164
11,0.0014411996942156964,0.008697375982127924
12,0.00130118156055393,0.0030391995839655715
13,0.0013001658286396038,0.00379619665166482
14,0.0011999664363401914,0.006311546545475721
15,0.0011787577279778127,0.007275523518786785
16,0.0010103579373786818,0.004817819034561832
17,0.0010958937826658118,0.011466902581618187
18,0.0010748588375840101,0.008466496171944954
19,0.0009785188139166984,0.006518754672179831
20,0.0009428393151587572,0.005946397370203061
21,0.0008877041086588628,0.0092733587891339
22,0.0008492115525631093,0.008219549779165933
23,0.0008610757320620722,0.007101784262092824
24,0.0008625093256029291,0.008492818647163345
25,0.0008518361531914155,0.008992707931456413
26,0.0007579917707856782,0.01006370932458246
27,0.0007650623370827448,0.00562422876642581
28,0.0007199951650905822,0.007641065350555359
29,0.0008285523077630029,0.007966959254538759
30,0.000704449523493737,0.010012632661915205
31,0.0006470402871432591,0.008726003490626178
32,0.000847469124056086,0.009105084295523293
33,0.0006631093559127579,0.010268729536774312
34,0.0006849560927043462,0.005346080441860125
35,0.0006335636033768286,0.0073556643118091085
36,0.000714091671471404,0.008069971011594889
37,0.0005618684026374449,0.009312479568526466
38,0.0006045440955362706,0.008406937994221424
39,0.000561222207754253,0.007584304538892305
40,0.0006160984048987339,0.005974277943134942
41,0.0005558800498920851,0.01022054622583884
42,0.0005843198716063099,0.008839214973627253
43,0.0006053155107891676,0.011455561846811721
44,0.000641760388694967,0.007571135142302894
45,0.0005752315635691782,0.009261971815152372
46,0.0005603210536884779,0.008571691979515426
47,0.0006177466201173809,0.009952810117380416
48,0.0005968491322063427,0.007233337152432254
49,0.0005509100674408737,0.009200299862138134
0,0.011521806716425062,0.004117351426604263
1,0.004562588743136424,0.0010165488923295461
2,0.0035650733284501718,0.0015507526869112825
3,0.0024869166008276732,0.00044092780831790076
4,0.002049671233639902,0.0004390644490411703
5,0.0017026636386149082,0.0004999480018902451
6,0.0015161598315568301,0.0004137287689174743
7,0.0012463631922428524,0.0003340092515188983
8,0.0010651634811897613,0.0010711958884519147
9,0.0008769262618957925,0.0013671520418745088
10,0.0008005736014427091,0.0004376166096412914
11,0.0007314727323557806,0.0005981541737824916
12,0.0006565593796425894,0.0008488164123573756
13,0.0005926376543357037,0.0003408099869278537
14,0.0005526289770396125,0.0007453543397825845
15,0.000520954382896301,0.0007413081302149023
16,0.00048237458211569716,0.0013294315530343892
17,0.0004332802654787865,0.0009521817667112547
18,0.00044134230877101104,0.0012433424398818232
19,0.0003935672740970569,0.000938235794471458
20,0.0003983390953649315,0.000932621641426367
21,0.0003734835594183427,0.0012397488437969476
22,0.0003500637870485956,0.0010823707834401346
23,0.0003427925988797491,0.0006943649334951918
24,0.0003398190059890498,0.0009673704613654062
25,0.0003211873981027483,0.0005845494820374719
26,0.00031814618990330304,0.0014210512658501876
27,0.000331797771466863,0.0009178786360202951
28,0.00028630888114966727,0.0013939993359406101
29,0.00028750827285958536,0.0008343825806576283
