epoch,loss,val_loss
0,0.009744143271564098,0.00020652800594689324
1,0.0033048108135517395,0.00019913873256882653
2,0.0031207931524477317,0.0002242567356410695
3,0.0030427845465055723,0.0001924702854820579
4,0.0029349686143177677,0.00017449892119556252
5,0.00283651377321803,0.00019630637527572818
6,0.0027653823926812038,0.0001917906580880905
7,0.002616813516942784,0.00019998879078128893
8,0.002505460374050017,0.00025918317260220647
9,0.0023988985813957696,0.00023929641206955744
10,0.0022554332230356523,0.0002343506089851467
11,0.0021723907756495465,0.00022472421793888012
12,0.002127879828640289,0.00034078499528631155
13,0.002067085150611092,0.00039772603001135093
14,0.0020520533882518064,0.0003325517051659214
15,0.001961108186878846,0.0003662395417147006
16,0.0019353742382008932,0.0005307835187219704
17,0.0018651056710950798,0.0003391218132391158
18,0.001867706597204233,0.0004414148327972119
19,0.0017691880398615467,0.00039451928266013664
20,0.001752120429682691,0.00043011271918658167
21,0.0017286035010329215,0.00042534712055284117
0,0.00802237877396692,0.0003021018653978697
1,0.003251009781160974,0.00020189936589708345
2,0.0030770226358981744,0.00019624735270756192
3,0.003004843383314437,0.00018425372440510223
4,0.0028460976911446776,0.00021795556757650856
5,0.0028839276119470014,0.0002087645734718535
6,0.0028013385414851653,0.0001915143176221237
7,0.002672950115902495,0.00018011778067577526
8,0.0026062883253871404,0.00019578657277937359
9,0.002525056224567379,0.00023740056349197403
10,0.002406284209337173,0.00019182662152969796
11,0.002334233112196671,0.00024174123973352835
12,0.002282287338584865,0.00022884288450263234
13,0.00217087679047836,0.00025078816947320267
14,0.002145639611171646,0.0002942067221738398
15,0.00211664169028154,0.00033720007599590137
16,0.0020676734455264524,0.00024643333826032985
17,0.0019654503970741644,0.00031630750971898023
18,0.0019768298536291693,0.0003380596592453205
19,0.0019132627097860678,0.00038353279524017125
20,0.001960339302149805,0.0003113177525746222
21,0.0019091447792561667,0.0002921485065598972
22,0.0018607493143463216,0.0003555027942638844
23,0.0017969260246900377,0.00023379525696832893
24,0.0018065846759782289,0.000364781346029809
25,0.0017725889411849493,0.00027185628763011965
26,0.001753901355277776,0.00046205777713718515
27,0.0017012134997003159,0.00028280796444353956
28,0.0017043076275513158,0.0003000021663158097
29,0.0016604621033820877,0.00030122393056646816
30,0.001651745391154691,0.00025775147433806624
31,0.0016226413526055695,0.00025093565151716274
0,0.012419906226195728,0.0008754978189244866
1,0.008757230658561755,0.00024492028569511604
2,0.004184783890079229,0.00019167904247296974
3,0.003638846227355922,0.0002001455704885302
4,0.0035883188770057107,0.0001992888774111634
5,0.003420805038424591,0.000126595195979462
6,0.0033128299326516497,0.00015078963042469695
7,0.0032540354995245044,0.00013168884834158234
8,0.0031280343858107254,0.00013692559696210083
9,0.002896909303672146,0.0001349122485407861
10,0.0028403371778460075,0.00015105019519978669
11,0.002877047431329862,0.00016348327335435897
12,0.002727626416927729,0.00016000755022105295
13,0.002727358808326057,0.00017601868421479594
14,0.0026170594331536754,0.00016124825560837053
15,0.0026558088683463535,0.0001823923066694988
16,0.0026022392423608555,0.00021247596123430412
17,0.00262069935837271,0.00021660503989551216
18,0.0025201532523332834,0.0002996677612827625
19,0.0025025030489091594,0.00026815366072696634
0,0.013756684623867607,0.00031177327764453366
1,0.004281468801006365,0.00027351313292456325
2,0.0038167875997411707,0.00018808628374245018
3,0.00357425390318848,0.0001851469114626525
4,0.003372617381571147,0.00016532051995454822
5,0.0032610705328317215,0.0001628754916964681
6,0.0031161734118657666,0.00015183186769718304
7,0.0031960781071132096,0.00014678549632662907
8,0.002940029324889064,0.0001359964035145822
9,0.0029392079069601516,0.00014004839522385737
10,0.0027525994952063626,0.00014168660618452122
