epoch,loss,val_loss
0,0.01564495102268405,0.0032140593781756857
1,0.007694988971314014,0.0010651733876632836
2,0.00541960352846894,0.00105302689128924
3,0.0036556439511665146,0.0012841899357833124
4,0.0026357711699964413,0.0010382250972421996
5,0.0020054059339179447,0.0007353158780460944
6,0.0018252755486612307,0.0013328059758350719
7,0.0015958775130004608,0.0011642233694146853
8,0.0014930131478672706,0.0008867143114912324
9,0.0014232919630699852,0.0007536899950840356
10,0.0014234641565410093,0.0006301450509151133
0,0.013471465674228966,0.0036012409353985433
1,0.007644644527427965,0.0031217313049598894
2,0.005248895199849468,0.0010451211270806875
3,0.0039316320188009565,0.0013439881781294467
4,0.0029616078174898794,0.0018185131261719669
5,0.002390966168016835,0.0009979412128078811
6,0.0020432838675627165,0.0010569159392307096
7,0.0016961391079486489,0.0009747545613828016
8,0.001531490884695409,0.000991131638503693
9,0.0014966519257274805,0.0007329319245825977
10,0.0013803345576925861,0.0004347969376620777
0,0.014056929681754234,0.0028996154743557174
1,0.00794797727591073,0.003255308437575069
2,0.005132541195275642,0.0014421882237204246
3,0.0034110176475595074,0.0009479577161578669
4,0.002619758198139904,0.0011964577741713988
5,0.002416486393337195,0.0009555701412157052
6,0.0018868451227959037,0.0009875569518448578
7,0.0016039725985824683,0.0013577283049623172
8,0.001555774584222509,0.0007372727585283832
9,0.0015490452745009918,0.0007493649816347493
10,0.0012744097630831897,0.0007123216611540152
0,0.06399784190346249,0.0976508716121316
1,0.05746926620003566,0.08341922626520197
2,0.05105261116209042,0.0704816320600609
3,0.04379948699406942,0.056774041072155036
4,0.0350002747347307,0.042470374377444386
5,0.026155064252191152,0.02905157154115538
6,0.01941619404877101,0.018410085836270202
7,0.015080192809615603,0.011617838269254813
8,0.012638000280001954,0.007666941305312018
9,0.012153783044426809,0.005839263991219923
10,0.01179299943954052,0.004649474901574043
0,0.061684835100113744,0.09805518547271161
1,0.05374837886880745,0.07983944660171549
2,0.0453461396103405,0.06212781068492443
3,0.035440422105367735,0.04456949662020866
4,0.025120529684830795,0.029371864301093082
5,0.016837453121564004,0.018172833057952687
6,0.012674988218056358,0.01126732459252185
7,0.010874251726864263,0.00825998681458704
8,0.010221163832789494,0.0064217449968403326
9,0.01100463426032226,0.006043515158222711
10,0.010449905381208718,0.005506597692146897
0,0.06040603123909356,0.09477355695433087
1,0.05118894886833673,0.07285978959666359
2,0.03941301719228528,0.04990314270059268
3,0.025747953643262083,0.029629963263869286
4,0.01557244059192587,0.014869153002897898
5,0.011933804145177864,0.009468148814307319
6,0.010280014872218348,0.0068998732086684965
7,0.01077755333200021,0.006414640622420443
8,0.010047917962264346,0.005432134069916275
9,0.010285427489755104,0.005394014798932605
10,0.009814747577124484,0.005306446609190768
0,0.0158063514630811,0.001813602870242903
1,0.008344830968534228,0.004712577147680956
2,0.0045341915016919,0.001172858095136083
3,0.003429142759127739,0.001158364414247141
4,0.0025143813976290256,0.0009546280319530828
5,0.0020604227203290778,0.0008176858730924627
6,0.0019605586680539197,0.0010285283206030726
7,0.001464729335383704,0.001459463289696335
8,0.0013074428688421209,0.0008936028728688447
9,0.001176797549182376,0.0009806194624009852
10,0.0010909401753451675,0.0008099338689741368
0,0.015246976850168648,0.0036288343984237376
1,0.008578089296916556,0.00429336176293486
2,0.004678269743277325,0.0025245504220947623
3,0.0034976984677610526,0.0016672502871246098
4,0.0029981688236479054,0.001381459484927039
5,0.0021206169729320935,0.0010530742063642815
6,0.0018329898857057678,0.0013140350273077158
7,0.0018160918183951647,0.00124522794206488
8,0.0014613703366708848,0.0009978345714192441
9,0.0013257446284335333,0.0017391571978186357
10,0.0011742693784228065,0.0014884722916944388
0,0.013875743017855043,0.004680802383356624
1,0.007337905935187615,0.0022094705349041356
2,0.00434520014155447,0.0014818455829905966
3,0.0031538605942433625,0.0015964854198197524
4,0.0024953036977700435,0.001019433981532024
5,0.0023065234850129894,0.0008934001399514576
6,0.0017935379897719439,0.0009975881988389624
7,0.0016080747184471931,0.003395194286066625
8,0.0013408874461043635,0.001198097471691047
9,0.0014550172548909786,0.0019632290583103894
10,0.0012091884746041615,0.0008488590693256508
0,0.062473452205409355,0.09470699463660519
1,0.056852723644980833,0.0805531016861399
2,0.053345229691970884,0.07125619302193324
3,0.050669644130908666,0.06471038951228063
4,0.0482931319792666,0.05987139643790821
5,0.045794444664114684,0.05602899535248677
6,0.04309616478431465,0.05224728910252452
7,0.04000273681989866,0.048376109528665744
8,0.03720434696118736,0.04496484079087774
9,0.03412350135195495,0.04069274434975038
10,0.030681898035857844,0.036144771108714245
0,0.06068636584236766,0.09114689982317864
1,0.054203135525864185,0.0753893272832353
2,0.05058548239182041,0.06574109299702847
3,0.04766128056052357,0.059236560968008445
4,0.045253454519416945,0.05450666846430048
5,0.04270368634788978,0.05073188538564012
6,0.03991629092982321,0.047217966156437044
7,0.03697536480283797,0.043460807346917214
8,0.03350413857836916,0.0392926683292744
9,0.02990649427014469,0.03492635829334564
10,0.02621737432506199,0.029794601287613524
0,0.05972140134141153,0.09074151549074384
1,0.05276662803121975,0.0746811046368546
2,0.04881902307043878,0.06494647512833278
3,0.04589485943469466,0.058567482978105545
4,0.04311954013395066,0.05365982212954097
5,0.040257944487871566,0.04945375902785195
6,0.03740186594920803,0.04565902691748407
7,0.03431514172567701,0.041861692319313686
8,0.03137180161643393,0.03779513297809495
9,0.027650943049704845,0.0334451741228501
10,0.024282463750212778,0.028643503702349134
0,0.014935504077657608,0.006574271993789201
1,0.008068077329396453,0.005870111694093794
2,0.0054937760876819265,0.00282703987613786
3,0.00389898577459325,0.0013124168011321065
4,0.003126562241319773,0.0008554760485518879
5,0.0025087165820000495,0.0007823783053027
6,0.0022408065143925834,0.0006250006772461347
7,0.0017602805196817721,0.0008438536897301674
8,0.001840078296349267,0.0008273604416899616
9,0.0014317959484740175,0.0007737596915831091
10,0.0014178732623013868,0.0005854820295401927
0,0.014274439881461662,0.003321802818236199
1,0.007579654936133084,0.005169743518444135
2,0.0041538641412949395,0.001462435697829549
3,0.002753193492852998,0.0020526877921470937
4,0.0021279338383318083,0.0012464481343990787
5,0.0019214781315178807,0.0009436095071500762
6,0.0016536058693703245,0.0008590222631105559
7,0.0014398225803325668,0.0014623484953227353
8,0.0012315551937331982,0.0007685805284517243
9,0.0010897376201370722,0.0006937823323978785
10,0.0010916977448181973,0.0005656028862428316
0,0.013253787053720455,0.002481328564075132
1,0.006082298244202358,0.0017702883394021126
2,0.0035645030026100768,0.001545100490976539
3,0.0030103521792774032,0.0011018236374689472
4,0.0023197226077246915,0.0014658394942267073
5,0.0020176316213518456,0.0022623587917122577
6,0.0017178015939639502,0.0017871432316799959
7,0.0014061037760182778,0.0010099137434735894
8,0.0015142640294637816,0.0008398795138216681
9,0.0011774722097099436,0.0006358505019711123
10,0.0012995832901429006,0.000902944388670019
0,0.0637615531982489,0.09979900795345505
1,0.05817496115762984,0.08690777234733105
2,0.052884402914188014,0.07542523765005171
3,0.04739746694738541,0.06470435430916648
4,0.041113496378962715,0.05421597580425441
5,0.03393024884295374,0.04334029097420474
6,0.027360911925683667,0.03238965330335001
7,0.020722793644509425,0.022643320146016777
8,0.01673204326375046,0.01578343448151524
9,0.014034857414194836,0.01131835434352979
10,0.013006908872899547,0.008723666629521176
0,0.06164844723587686,0.09786417699874715
1,0.05389727843981801,0.08193736063673142
2,0.04596524445735144,0.06578845816089753
3,0.03643737015587212,0.0486969955741091
4,0.026898401968105876,0.03424727314330162
5,0.018758704655361596,0.021804058805425117
6,0.014387577713344885,0.014385011304724724
7,0.011523019602390551,0.010263266913751339
8,0.010350781422334187,0.007565801448010384
9,0.010694192200334686,0.006236730490196893
10,0.010142931912207243,0.005592214686677177
0,0.06059960695933931,0.09696662227312723
1,0.051408722160422075,0.07521405981646644
2,0.04081011694684929,0.05387224447396066
3,0.028638973993686388,0.034942198958661824
4,0.018211724208097677,0.01972473454144266
5,0.013169595776886051,0.011632600188669231
6,0.010671857232465503,0.008418481817675962
7,0.010071885356280421,0.006396400359355741
8,0.009952402844720957,0.00545793997330798
9,0.010003655864999687,0.004954099458538823
10,0.009594740877070521,0.004680551272920436
0,0.013680957802969157,0.0013645561284647556
1,0.006657970613500468,0.0014626168097796228
2,0.0034350363257453407,0.0014053927855760169
3,0.0030712080688271954,0.0021976806553235897
4,0.002042905654496134,0.0012341163528617471
5,0.0018621091194884927,0.0011610069110853753
6,0.0015810280590758065,0.001508578599896282
7,0.001300473713571084,0.0011939682796461664
8,0.0015592611123235597,0.0016143981859689422
9,0.0011816171427016338,0.0009474930514746424
10,0.0009884466825903688,0.0015914912922501874
0,0.013702800985416303,0.0012958311981105424
1,0.007765265598521577,0.0025771427528060815
2,0.004124966634653809,0.0014340617963945136
3,0.002753528664029683,0.00181584027249049
4,0.00229980383418745,0.0014850285047903022
5,0.0018630287403621796,0.0008862440268746875
6,0.001615239423552688,0.00124500873201388
7,0.0016691220477117565,0.0014196754881537499
8,0.0013910386317575378,0.0016512130610050356
9,0.0013414017895514126,0.0007294649450217393
10,0.001163148338115078,0.0009739214171744646
0,0.013375050520134747,0.010377190769132641
1,0.0073049296280464195,0.002293855934921238
2,0.004325979835311027,0.0022716146195307374
3,0.003380725413860221,0.0013720038023570347
4,0.0023591052501745124,0.0013762806994943983
5,0.0020984283732179056,0.00212671916362726
6,0.001611424137229974,0.001025629533816957
7,0.0015849095465715177,0.0010276266166733372
8,0.0013486391550514428,0.0017277959346150358
